,business_id,business_name,business_address,business_postal_code,business_latitude,business_longitude,business_phone_number,inspection_date,inspection_score,risks
1645,62702,Comstock Saloon,155 Columbus Ave.,94133,37.79668,-122.40498000000001,14155610071,3/17/17,92,"Moderate risk food holding temperature, Noncompliance with HAACP plan or variance"
1647,15279,Deli World,18 Ocean Ave.,94112,37.724174,-122.43585900000001,14155333111,9/25/17,94,"Wiping cloths not clean or properly stored or inadequate sanitizer, Improper storage use or identification of toxic substances, Unapproved or unmaintained equipment or utensils"
1650,7765,HILDA'S MART & BAKE SHOP,145 PERSIA Ave,94112,37.722477000000005,-122.43448799999999,14155333122,5/8/18,94,"Inadequate and inaccessible handwashing facilities, Unapproved or unmaintained equipment or utensils"
1652,403,HAAGEN-DAZS #561,865 MARKET St,94103,37.784317,-122.40756299999998,14155891550,4/30/18,94,"Inadequately cleaned or sanitized food contact surfaces, Unclean or degraded floors walls or ceilings"
1654,69383,La Mediterranee,1624 Powell St,94133,37.799639,-122.410657,14155922956,4/20/18,98,Unclean or degraded floors walls or ceilings
1655,4685,NORMAN'S LIQUOR & DELI,733 Randolph St,94132,37.714203999999995,-122.46919299999999,14155580088,5/7/18,96,"Unapproved or unmaintained equipment or utensils, Unclean or degraded floors walls or ceilings"
1657,5006,LA MEJOR BAKERY,3329 24th St,94110,37.752156,-122.41916,14155720251,8/7/17,92,"Moderate risk vermin infestation, Inadequately cleaned or sanitized food contact surfaces"
1659,66411,Del Popolo LLC,269 Chattanooga St,94114,37.752274,-122.426336,14154276600,2/10/17,96,"Permit license or inspection report not posted, Inadequate warewashing facilities or equipment"
1661,5619,AT&T - PANTRY/WALK-IN BOX/suite [145163],24 WILLIE MAYS PLAZA 4.21.02,94107,37.778382,-122.39115100000001,14155971500,4/24/17,90,"Unapproved or unmaintained equipment or utensils, Moderate risk vermin infestation, Inadequately cleaned or sanitized food contact surfaces"
1664,4519,HSS 121 CAFE,1600 HOLLOWAY Ave,94132,37.720851,-122.477084,14155374525,9/22/17,96,Moderate risk food holding temperature
1665,61669,Good Eats Cafe,200 Pine St #160,94104,37.792237,-122.400124,14150296633,9/15/17,89,"Wiping cloths not clean or properly stored or inadequate sanitizer, High risk food holding temperature, Other low risk violation"
1668,39862,Trader Joe's #236,265 Winston Dr,94132,37.726890999999995,-122.475673,14155661835,4/26/18,96,"Unapproved or unmaintained equipment or utensils, Unclean or degraded floors walls or ceilings"
1670,69465,La Corneta,2731 MISSION St,94110,37.753336,-122.418494,14155647001,2/2/17,96,Inadequately cleaned or sanitized food contact surfaces
1671,845,Cafe Jacqueline,1454 Grant Ave,94133,37.800428000000004,-122.407517,14155985565,2/2/18,98,Food safety certificate or food handler card not available
1672,1724,CAFE MUMS,1800 SUTTER St,94115,37.786497999999995,-122.430283,14155936986,5/7/18,77,"Wiping cloths not clean or properly stored or inadequate sanitizer, Unclean hands or improper use of gloves, Foods not protected from contamination, Unclean or degraded floors walls or ceilings, Moderate risk vermin infestation, Inadequate ventilation or lighting, Unapproved or unmaintained equipment or utensils"
1679,1788,EXECUTIVE CAFE,150 EXECUTIVE PARK Blvd 2000,94134,37.711323,-122.393371,14155532612,1/24/17,87,"Inadequately cleaned or sanitized food contact surfaces, Unclean hands or improper use of gloves, Unclean or degraded floors walls or ceilings"
1682,5196,San Francisco Campus for Jewish Living,302 SILVER Ave,94112,37.728659,-122.431174,14155401568,9/18/17,89,"Moderate risk food holding temperature, Unclean or unsanitary food contact surfaces"
1684,5297,EL NORTENO,801 bryant St,94103,37.776011,-122.40246599999999,14150208621,1/1/17,94,"Unclean or degraded floors walls or ceilings, Reservice of previously served foods"
1686,5811,MANN MIDDLE SCHOOL,3351 23rd St,94110,37.753704,-122.420198,14155695881,9/11/17,96,"Low risk vermin infestation, Unapproved or unmaintained equipment or utensils"
1688,2555,EXTREME PIZZA,1980 UNION St,94123,37.797578,-122.43188300000001,14155928234,5/7/18,92,"Unpermitted food facility, Unapproved or unmaintained equipment or utensils, Foods not protected from contamination"
1691,18102,Kim Son Restaurant,3614 BALBOA St,94121,37.775728,-122.497701,14155815413,4/27/18,92,"Improper food storage, Unclean or degraded floors walls or ceilings, Foods not protected from contamination"
1694,62701,Wayfare Tavern,558 Sacramento St,94111,37.793907,-122.402304,14150256062,6/28/17,96,"Improper food labeling or menu misrepresentation, Inadequate warewashing facilities or equipment"
1696,1296,TAQUERIA EL BUEN SABOR,699 VALENCIA St,94112,37.761743,-122.42149199999999,14155588745,5/1/18,82,"Worker safety hazards, High risk food holding temperature, Unclean nonfood contact surfaces, Improper cooling methods"
1700,61915,La Loma Produce Nos. 3 & 9 Inc,5652 MISSION St,94112,37.710685,-122.447907,14155589254,9/12/17,87,"Inadequately cleaned or sanitized food contact surfaces, Improper food labeling or menu misrepresentation, High risk food holding temperature"
1703,7678,Casa Thai Market,3020 16th St,94103,37.765049,-122.42012199999999,14155433562,2/12/18,83,"Foods not protected from contamination, Moderate risk food holding temperature, Low risk vermin infestation, Unclean or unsanitary food contact surfaces"
1707,34749,Chatz Coffee,215 02nd St,94105,37.786528999999994,-122.397827,14155420827,2/15/17,98,Improper or defective plumbing
1708,1764,FLORIO,1915 FILLMORE St,94115,37.787553,-122.433574,14155774300,2/16/17,94,"Improper food storage, Moderate risk vermin infestation"
1710,1018,PETES BARBEQUE,2399 MISSION St,94110,37.758684,-122.418975,14155821009,2/8/18,87,"High risk food holding temperature, Unapproved or unmaintained equipment or utensils, Low risk vermin infestation, Wiping cloths not clean or properly stored or inadequate sanitizer"
1714,5533,LEAPING LEMUR CART,1  zoo rd,94132,37.721453000000004,-122.48629,14155757182,8/15/17,92,"Noncompliance with HAACP plan or variance, Noncompliance with shell fish tags or display"
1716,5823,WEBSTER ELEMENTARY SCHOOL,465 MISSOURI St,94107,37.760474,-122.39629599999999,14155695787,2/2/18,93,Improper reheating of food
1717,3834,SAFEWAY #1507,2020 MARKET St,94114,37.768743,-122.427549,14155867660,2/9/17,90,"Unclean nonfood contact surfaces, Inadequate and inaccessible handwashing facilities, Other low risk violation, Unclean or degraded floors walls or ceilings"
1721,67330,San Tung Restaurant LLC,1031 Irving St,94122,37.763891,-122.468805,14155240828,2/8/18,88,"Inadequately cleaned or sanitized food contact surfaces, Foods not protected from contamination, Unclean or degraded floors walls or ceilings, Improper food storage"
1725,5825,GUADALUPE ELEMENTARY SCHOOL,859 PRAGUE St,94112,37.710464,-122.434202,14155464718,2/12/18,98,Wiping cloths not clean or properly stored or inadequate sanitizer
1726,62775,Lombard Shell,1800 LOMBARD St,94123,37.800468,-122.43143400000001,14155348063,2/9/18,94,"Unclean or degraded floors walls or ceilings, Permit license or inspection report not posted, Food safety certificate or food handler card not available"
1729,3065,CHA-AM RESTAURANT,701 FOLSOM St,94107,37.783738,-122.398918,14155549710,7/9/18,85,"Inadequate and inaccessible handwashing facilities, Improper thawing methods, High risk food holding temperature"
1732,2739,ROSE'S CAFE,2298 Union St,94123,37.796927000000004,-122.43697399999999,14155955596,5/7/18,90,"Moderate risk food holding temperature, Inadequately cleaned or sanitized food contact surfaces, Low risk vermin infestation"
1735,4794,VICTOR'S,210 TOWNSEND St,94107,37.778634000000004,-122.39308899999999,14155607018,2/5/18,80,"High risk vermin infestation, Unclean or degraded floors walls or ceilings, Wiping cloths not clean or properly stored or inadequate sanitizer, Improper storage use or identification of toxic substances, Unclean or unsanitary food contact surfaces"
1740,3050,Benkyodo Co,1747 BUCHANAN St,94115,37.785994,-122.429925,14155921244,7/10/18,90,"Inadequately cleaned or sanitized food contact surfaces, Unapproved or unmaintained equipment or utensils, Inadequate and inaccessible handwashing facilities"
1743,59691,Bouche,603 Bush St,94108,37.790323,-122.407348,14155950396,4/25/18,91,"Unclean or degraded floors walls or ceilings, Unauthorized or unsafe use of time as a public health control measure"
1745,2632,MARTHA & BROS COFFEE CO,745 CORTLAND Ave,94110,37.738927000000004,-122.41475700000001,14155647779,2/12/18,94,"Unclean or degraded floors walls or ceilings, Inadequate food safety knowledge or lack of certified food safety manager"
1747,1191,TEKKA JAPANESE RESTAURANT,0537 BALBOA St,94118,37.77714,-122.46441200000001,14150521330,7/10/18,86,"High risk food holding temperature, Unclean or unsanitary food contact surfaces"
1749,184,RADIO HABANA,1109 VALENCIA St,94110,37.755124,-122.42091599999999,14155827659,2/13/18,90,"Moderate risk vermin infestation, Food safety certificate or food handler card not available, Insufficient hot water or running water"
1752,4824,THE GAP CAFE,1 HARRISON St,94105,37.789177,-122.388962,14155292977,2/13/18,93,High risk food holding temperature
1753,2454,San Jalisco,901 South Van Ness Ave,94110,37.758634,-122.41686599999998,14155648383,1/24/18,90,"Moderate risk food holding temperature, Unclean or degraded floors walls or ceilings, Inadequate food safety knowledge or lack of certified food safety manager"
1756,7757,CAKE GALLERY,290 09th St,94103,37.768357,-122.41979199999999,14155560552,2/13/18,93,High risk vermin infestation
1757,64496,Hornblower Cruises & Events/SF Spirit,"Pier 3, The Embarcadero",94111,37.794551,-122.39318999999999,14155788866,1/11/17,98,Inadequate warewashing facilities or equipment
1758,36911,Royal Market & Bakery,5331 Geary Blvd,94121,37.780383,-122.47673,14155225550,7/5/18,94,"Improper thawing methods, Improper storage use or identification of toxic substances"
1760,2359,LA TRAVIATA,2854 MISSION St,94110,37.751296,-122.41841399999998,14155280500,2/13/18,87,"Insufficient hot water or running water, No plan review or Building Permit, Improper cooling methods"
1763,2032,QUEEN ANNE HOTEL,1590 SUTTER St,94109,37.786988,-122.426464,14155442828,7/5/18,87,"Unclean or unsanitary food contact surfaces, Moderate risk vermin infestation, Unapproved or unmaintained equipment or utensils"
1766,4558,KING'S BAKERY,2846 MISSION St,94110,37.751356,-122.41841399999998,14155284550,2/12/18,86,"High risk food holding temperature, Unclean hands or improper use of gloves"
1768,4683,JAVA ON OCEAN,1700 OCEAN Ave,94112,37.724778,-122.460205,14155336075,2/9/18,88,"Unclean or degraded floors walls or ceilings, Wiping cloths not clean or properly stored or inadequate sanitizer, Insufficient hot water or running water, Moderate risk food holding temperature"
1772,6756,Godiva Chocolatier Inc.,3251 20th Ave 154,94132,37.728497,-122.47563899999999,14155565058,2/12/18,96,"Improper food storage, Unapproved or unmaintained equipment or utensils"
1774,2725,BOBOQUIVARI'S,1450 LOMBARD St,94123,37.801218,-122.42553500000001,14155448880,7/5/18,94,"Improper storage of equipment utensils or linens, Moderate risk food holding temperature"
1776,4850,COOL GUYS,845 Holloway Ave,94112,37.721794,-122.461991,14155451404,7/10/18,98,Wiping cloths not clean or properly stored or inadequate sanitizer
1777,4774,BAYSIDE MARKET,120 BRANNAN St,94107,37.78416,-122.38923899999999,14155220151,2/13/18,76,"Foods not protected from contamination, Noncompliance with HAACP plan or variance, High risk food holding temperature, Unclean hands or improper use of gloves, Unclean or degraded floors walls or ceilings"
1782,62057,Ashley's Cafe,4454 California St,94118,37.784976,-122.46516899999999,14155836269,7/11/18,84,"Other low risk violation, Improper food storage, Improper storage of equipment utensils or linens, Inadequately cleaned or sanitized food contact surfaces, Unclean or degraded floors walls or ceilings, Moderate risk food holding temperature"
1788,5908,SHERMAN ELEMENTARY SCHOOL,1651 UNION St,94123,37.798243,-122.42616699999999,14155743530,2/14/18,98,Wiping cloths not clean or properly stored or inadequate sanitizer
1789,194,BAYSIDE COFFEE SHOP,2011 BAYSHORE Blvd,94134,37.715126,-122.398901,14155462023,9/19/17,84,"Wiping cloths not clean or properly stored or inadequate sanitizer, Improper storage use or identification of toxic substances, Moderate risk food holding temperature, Moderate risk vermin infestation, Unclean or degraded floors walls or ceilings, Improper storage of equipment utensils or linens"
1795,4480,STARBUCKS COFFEE #545,3995 24th St,94114,37.751413,-122.431629,14155821118,7/11/18,98,Unclean nonfood contact surfaces
1796,70210,Marcus Rios,1800 Mission St,94103,37.768240000000006,-122.42003500000001,14155353113,2/8/18,98,Food safety certificate or food handler card not available
1797,5053,JAVA TRADING CO,100 5th St,94103,37.782659,-122.40655500000001,14155249723,2/13/18,96,Moderate risk food holding temperature
1798,68258,A&M LIQUOR,1600 SUTTER ST,94109,37.786928,-122.42696399999998,14155932153,5/4/18,96,Moderate risk food holding temperature
1799,61953,Allstars Donuts & Burgers,290 GOLDEN GATE Ave,94102,37.781696999999994,-122.415334,14155905399,12/4/17,94,"Foods not protected from contamination, Improper food storage"
1801,1347,CREPES ON COLE,100 CARL St,94117,37.765778000000005,-122.45018400000001,14155661800,12/1/17,92,"Unapproved or unmaintained equipment or utensils, Unclean or degraded floors walls or ceilings, Unclean unmaintained or improperly constructed toilet facilities, Low risk vermin infestation"
1805,4249,Cafe Du Soleil,200 FILLMORE St,94117,37.771368,-122.43024799999999,14155938637,11/30/17,90,"Inadequate and inaccessible handwashing facilities, Permit license or inspection report not posted, Unapproved or unmaintained equipment or utensils, Unclean or degraded floors walls or ceilings"
1809,63646,SFDH - Harry Denton's Starlight Room,450 Powell St 21st Floor,94108,37.788782,-122.40843899999999,14155397755,5/3/18,98,Unapproved or unmaintained equipment or utensils
1810,3661,LA CUMBRE,515 VALENCIA St,94110,37.764553,-122.421826,14155868205,5/1/18,85,"Inadequately cleaned or sanitized food contact surfaces, Improper cooling methods, Moderate risk food holding temperature"
1813,2385,CAFE INTERNATIONAL,508 HAIGHT St,94117,37.772096999999995,-122.43081399999998,14155557390,11/30/17,91,"Unapproved or unmaintained equipment or utensils, No hot water or running water"
1815,2008,Hook a Cook,Pier 39  Building B  Space 1-3,94133,37.786766,-122.461545,14155217717,12/4/17,88,"Unclean or degraded floors walls or ceilings, Low risk vermin infestation, Improper or defective plumbing, Unapproved or unmaintained equipment or utensils, Moderate risk food holding temperature"
1820,5150,Kentucky Fried Chicken,200 Duboce St,94103,37.769758,-122.42478200000001,14155431613,5/7/18,94,"Unclean or degraded floors walls or ceilings, Inadequately cleaned or sanitized food contact surfaces"
1822,4509,AFC SUSHI @ SAFEWAY 1507,2020 MARKET St,94114,37.768743,-122.427549,14155867660,5/4/18,92,"Foods not protected from contamination, Improper thawing methods"
1824,3393,DON RAMON,225 11th St,94103,37.772764,-122.41508200000001,14155339141,4/24/18,96,Foods not protected from contamination
1825,4906,NEW STAR MARKET,269 14th St,94103,37.768274,-122.419299,14155860723,5/7/18,94,"Moderate risk food holding temperature, Wiping cloths not clean or properly stored or inadequate sanitizer"
1827,5010,LATTE EXPRESS,48 05th St,94103,37.783225,-122.407252,14155287328,5/1/18,96,Foods not protected from contamination
1828,7527,DON CHUYS MEXI-MERCADO,544 EXCELSIOR Ave,94112,37.724121999999994,-122.429309,14155588092,4/27/18,96,"Unclean or degraded floors walls or ceilings, Improper food storage"
1830,1263,LAVA JAVA,852 STANYAN St,94117,37.766812,-122.452974,14155757375,12/1/17,94,"Moderate risk food holding temperature, Other low risk violation"
1832,1699,TWILIGHT CAFE,2600 McALLISTER St,94118,37.775698,-122.45503400000001,14155376115,11/8/17,96,Inadequate food safety knowledge or lack of certified food safety manager
1833,5805,ORTEGA ELEMENTARY SCHOOL,400  St,94132,37.716156,-122.466248,14155464726,2/20/18,87,"No thermometers or uncalibrated thermometers, Unclean or unsanitary food contact surfaces, Insufficient hot water or running water"
1836,13427,Extreme Pizza,3911 Alemany Bl.,94132,37.711185,-122.46779,14150999800,2/14/18,94,"Inadequate food safety knowledge or lack of certified food safety manager, Unapproved or unmaintained equipment or utensils"
1838,5307,San Francisco ZOO WAREHOUSE,1 ZOO Rd,94132,37.73017,-122.50253500000001,14155757132,7/17/18,98,Unapproved or unmaintained equipment or utensils
1839,62067,Caffe La Stazione,701 Pennsylvania Ave #101A,94107,37.757364,-122.39306599999999,14155812539,2/16/18,93,Unclean hands or improper use of gloves
1840,61959,Expressions Snack Bar,Pier 41,94133,37.808494,-122.412,14155670266,7/13/18,94,"Unclean or degraded floors walls or ceilings, Improper or defective plumbing, Wiping cloths not clean or properly stored or inadequate sanitizer"
1843,63992,Thai Cottage Restaurant,4041 JUDAH St,94122,37.760413,-122.50555,14155670820,7/18/18,81,"Inadequately cleaned or sanitized food contact surfaces, High risk vermin infestation, Improper food storage, Unclean or degraded floors walls or ceilings, Inadequate and inaccessible handwashing facilities"
1848,1159,Zona Rosa,1797 Haight St,94117,37.769363,-122.45166699999999,14155667717,1/29/18,76,"Inadequate and inaccessible handwashing facilities, High risk food holding temperature, Moderate risk vermin infestation, Improper cooling methods, Unclean or degraded floors walls or ceilings"
1853,2974,LEAPING LEMUR CAFE,1 ZOO Rd,94132,37.73017,-122.50253500000001,14155757182,7/17/18,94,"Unclean or degraded floors walls or ceilings, Moderate risk food holding temperature"
1855,4959,THAT'S IT MARKET,2699 Mission St,94110,37.753972999999995,-122.418576,14155289833,7/18/18,86,"Inadequate dressing rooms or improper storage of personal items, Moderate risk food holding temperature, Foods not protected from contamination, Inadequately cleaned or sanitized food contact surfaces"
1859,4860,Play  Field Cafe,1 Zoo Rd,94132,37.73017,-122.50253500000001,14155757132,7/17/18,92,"Insufficient hot water or running water, Inadequate and inaccessible handwashing facilities"
1861,4400,BOTTOM OF THE HILL,1233 17th St,94107,37.765117,-122.39613500000002,14150204876,7/11/18,92,"Moderate risk food holding temperature, Moderate risk vermin infestation"
1863,68511,Gioia Pizzeria,2238 Polk St,94109,37.797424,-122.42199099999999,14150227844,2/16/18,92,"Moderate risk vermin infestation, Other low risk violation, Improper food storage"
1866,68963,West of Pecos,550 Valencia St,94110,37.764086999999996,-122.421881,14155257000,2/13/18,90,"Moderate risk food holding temperature, Improper food storage, Inadequately cleaned or sanitized food contact surfaces"
1869,5961,ST VINCENT DE PAUL,2356 GREEN St,94123,37.795882,-122.43789,14155345505,2/20/18,96,Inadequate food safety knowledge or lack of certified food safety manager
1870,3867,Bacco,737 DIAMOND St,94114,37.751403,-122.43628600000001,14155284969,2/13/18,81,"Foods not protected from contamination, Inadequately cleaned or sanitized food contact surfaces, Improper cooling methods, Moderate risk vermin infestation"
1874,1641,MARTHA & BROS. COFFEE CO,1551 Church St,94131,37.745974,-122.426856,14155641166,7/16/18,90,"Unapproved or unmaintained equipment or utensils, Unclean or degraded floors walls or ceilings, Permit license or inspection report not posted, Moderate risk food holding temperature"
1878,4907,JIM GEORGIE'S DONUT,2799 16th St,94103,37.765262,-122.41523000000001,14155867112,7/10/18,82,"Improper storage use or identification of toxic substances, High risk food holding temperature, Unclean nonfood contact surfaces, High risk vermin infestation"
1882,5951,ST. THOMAS MORE,50 THOMAS MORE Way,94132,37.712259,-122.47308000000001,14155330100,2/22/18,98,Unapproved or unmaintained equipment or utensils
1883,3607,Station Cafe,1 ZOO Rd,94132,37.73017,-122.50253500000001,14159459537,7/17/18,96,"Unclean or degraded floors walls or ceilings, Low risk vermin infestation"
1885,7764,YASUKOCHI'S SWEET SHOP,1790 SUTTER St,94115,37.786590000000004,-122.42981499999999,14155938165,7/18/18,90,"Insufficient hot water or running water, Unclean or degraded floors walls or ceilings, Food safety certificate or food handler card not available, Unapproved or unmaintained equipment or utensils"
1889,7489,GAS & SHOP,599 South Van Ness Ave,94110,37.763803,-122.417326,14155866835,7/10/18,94,"Improper thawing methods, Improper food storage"
